********* Start testing of TestRpgAnalyzer *********
Config: Using QtTest library 6.10.1, Qt 6.10.1 (x86_64-little_endian-lp64 shared (dynamic) release build; by GCC 15.2.1 20251111 (Red Hat 15.2.1-4)), fedora 43
PASS   : TestRpgAnalyzer::initTestCase()
QINFO  : TestRpgAnalyzer::testCoverage() [EXTRACTED]  "CommonEvents.json"  |  "13.list[68].parameters[0]"  |  "ど、どういう…………っ♥♥♥」　"
QINFO  : TestRpgAnalyzer::testCoverage() [EXTRACTED]  "CommonEvents.json"  |  "13.list[79].parameters[0]"  |  "ばしぃんッ♥♥♥　"
QINFO  : TestRpgAnalyzer::testCoverage() [EXTRACTED]  "CommonEvents.json"  |  "13.list[85].parameters[0]"  |  "ふぅう゛～…………ッ♥♥♥」　"
QINFO  : TestRpgAnalyzer::testCoverage() [EXTRACTED]  "CommonEvents.json"  |  "13.list[95].parameters[0]"  |  "ふぅ゛～…………ッ♥♥♥　"
QINFO  : TestRpgAnalyzer::testCoverage() [EXTRACTED]  "CommonEvents.json"  |  "13.list[96].parameters[0]"  |  "んはぁ～…………ッ♥♥♥」　"
QINFO  : TestRpgAnalyzer::testCoverage() [EXTRACTED]  "CommonEvents.json"  |  "13.list[100].parameters[0]"  |  "叩かれちゃってる…………っ♥♥♥）　"
QINFO  : TestRpgAnalyzer::testCoverage() [EXTRACTED]  "CommonEvents.json"  |  "13.list[105].parameters[0]"  |  "なんで…………っ♥♥♥　"
QINFO  : TestRpgAnalyzer::testCoverage() [EXTRACTED]  "CommonEvents.json"  |  "13.list[106].parameters[0]"  |  "こんなこと…………っ♥♥♥」　"
QINFO  : TestRpgAnalyzer::testCoverage() [EXTRACTED]  "CommonEvents.json"  |  "13.list[110].parameters[0]"  |  "叩きたくなるくらいムッチムチなんだもん♥♥」　"
QINFO  : TestRpgAnalyzer::testCoverage() [EXTRACTED]  "CommonEvents.json"  |  "13.list[115].parameters[0]"  |  "おしおきが、必要でしょ♥♥」　"
QINFO  : TestRpgAnalyzer::testCoverage() [EXTRACTED]  "CommonEvents.json"  |  "13.list[124].parameters[0]"  |  "ばしぃんッ♥♥♥　"
QINFO  : TestRpgAnalyzer::testCoverage() [EXTRACTED]  "CommonEvents.json"  |  "13.list[130].parameters[0]"  |  "だ、だめです…………っ♥♥"
QINFO  : TestRpgAnalyzer::testCoverage() [EXTRACTED]  "CommonEvents.json"  |  "13.list[131].parameters[0]"  |  "そんな、叩くなんて…………っ♥♥」　"
QINFO  : TestRpgAnalyzer::testCoverage() [EXTRACTED]  "CommonEvents.json"  |  "13.list[135].parameters[0]"  |  "叩かれたとこ、じんじんしてる…………♥♥♥）　"
QINFO  : TestRpgAnalyzer::testCoverage() [EXTRACTED]  "CommonEvents.json"  |  "13.list[141].parameters[0]"  |  "だめ、なのに…………♥♥♥）　"
QINFO  : TestRpgAnalyzer::testCoverage() [EXTRACTED]  "CommonEvents.json"  |  "13.list[146].parameters[0]"  |  "叩かれるたびにミアちゃんのカラダ……♥♥"
QINFO  : TestRpgAnalyzer::testCoverage() [EXTRACTED]  "CommonEvents.json"  |  "13.list[147].parameters[0]"  |  "びくびくってしてるじゃないか♥♥」　"
QINFO  : TestRpgAnalyzer::testCoverage() [EXTRACTED]  "CommonEvents.json"  |  "13.list[151].parameters[0]"  |  "正直に言ってみなよ♥♥」　"
QINFO  : TestRpgAnalyzer::testCoverage() [EXTRACTED]  "CommonEvents.json"  |  "13.list[156].parameters[0]"  |  "んふぅ～…………ッ♥♥♥　"
QINFO  : TestRpgAnalyzer::testCoverage() [EXTRACTED]  "CommonEvents.json"  |  "13.list[157].parameters[0]"  |  "そ、そんなこと…………っ♥♥」　"
QINFO  : TestRpgAnalyzer::testCoverage() [EXTRACTED]  "CommonEvents.json"  |  "13.list[161].parameters[0]"  |  "ない、はずなのに…………♥♥♥）　"
QINFO  : TestRpgAnalyzer::testCoverage() [EXTRACTED]  "CommonEvents.json"  |  "13.list[166].parameters[0]"  |  "子宮、きゅんきゅんしちゃって…………♥♥♥）　"
QINFO  : TestRpgAnalyzer::testCoverage() [EXTRACTED]  "CommonEvents.json"  |  "13.list[171].parameters[0]"  |  "ふぅ゛～…………ッ♥♥♥」　"
QINFO  : TestRpgAnalyzer::testCoverage() [EXTRACTED]  "CommonEvents.json"  |  "13.list[176].parameters[0]"  |  "ミアちゃんのスケベなお尻もっと叩いちゃうよ？♥♥」　"
QINFO  : TestRpgAnalyzer::testCoverage() [EXTRACTED]  "CommonEvents.json"  |  "13.list[184].parameters[0]"  |  "ばしぃんッ♥♥♥　"
QINFO  : TestRpgAnalyzer::testCoverage() [EXTRACTED]  "CommonEvents.json"  |  "13.list[185].parameters[0]"  |  "ばしぃんッ♥♥♥　"
QINFO  : TestRpgAnalyzer::testCoverage() [EXTRACTED]  "CommonEvents.json"  |  "13.list[190].parameters[0]"  |  "んぉ゛…………ッ♥♥♥　"
QINFO  : TestRpgAnalyzer::testCoverage() [EXTRACTED]  "CommonEvents.json"  |  "13.list[191].parameters[0]"  |  "ふぅ゛～…………ッ♥♥♥」　"
QINFO  : TestRpgAnalyzer::testCoverage() [EXTRACTED]  "CommonEvents.json"  |  "13.list[196].parameters[0]"  |  "お尻叩かれてるのに…………♥♥♥）　"
QINFO  : TestRpgAnalyzer::testCoverage() [EXTRACTED]  "CommonEvents.json"  |  "13.list[201].parameters[0]"  |  "頭、ふわふわしてきちゃう…………♥♥♥）"
QINFO  : TestRpgAnalyzer::testCoverage() [EXTRACTED]  "CommonEvents.json"  |  "13.list[206].parameters[0]"  |  "ミアちゃん……すっごくエッチな声出ちゃってるよ♥♥　"
QINFO  : TestRpgAnalyzer::testCoverage() [EXTRACTED]  "CommonEvents.json"  |  "13.list[207].parameters[0]"  |  "やっぱり気持ちいいんだね♥♥」　"
QINFO  : TestRpgAnalyzer::testCoverage() [EXTRACTED]  "CommonEvents.json"  |  "13.list[211].parameters[0]"  |  "気持ちいいでしょ？♥♥」　"
QINFO  : TestRpgAnalyzer::testCoverage() [EXTRACTED]  "CommonEvents.json"  |  "13.list[219].parameters[0]"  |  "ばしぃんッ♥♥♥　"
QINFO  : TestRpgAnalyzer::testCoverage() [EXTRACTED]  "CommonEvents.json"  |  "13.list[220].parameters[0]"  |  "ばしぃんッ♥♥♥　"
QINFO  : TestRpgAnalyzer::testCoverage() [EXTRACTED]  "CommonEvents.json"  |  "13.list[225].parameters[0]"  |  "んぅう゛～…………ッ♥♥♥　"
QINFO  : TestRpgAnalyzer::testCoverage() [EXTRACTED]  "CommonEvents.json"  |  "13.list[226].parameters[0]"  |  "ふぅ゛～…………ッ♥♥♥」　"
QINFO  : TestRpgAnalyzer::testCoverage() [EXTRACTED]  "CommonEvents.json"  |  "13.list[231].parameters[0]"  |  "これ以上叩かれたら…………♥♥♥　"
QINFO  : TestRpgAnalyzer::testCoverage() [EXTRACTED]  "CommonEvents.json"  |  "13.list[232].parameters[0]"  |  "ほんとにおかしくなっちゃう…………♥♥♥）　"
QINFO  : TestRpgAnalyzer::testCoverage() [EXTRACTED]  "CommonEvents.json"  |  "13.list[236].parameters[0]"  |  "なっちゃだめなのに…………♥♥♥）　"
QINFO  : TestRpgAnalyzer::testCoverage() [EXTRACTED]  "CommonEvents.json"  |  "13.list[241].parameters[0]"  |  "き、気持ちいいです…………っ♥♥♥」　"
QINFO  : TestRpgAnalyzer::testCoverage() [EXTRACTED]  "CommonEvents.json"  |  "13.list[246].parameters[0]"  |  "気持ちよく、なっちゃってます…………っ♥♥♥」　"
QINFO  : TestRpgAnalyzer::testCoverage() [EXTRACTED]  "CommonEvents.json"  |  "13.list[251].parameters[0]"  |  "やっと正直になったね、ミアちゃん♥♥　"
QINFO  : TestRpgAnalyzer::testCoverage() [EXTRACTED]  "CommonEvents.json"  |  "13.list[252].parameters[0]"  |  "えらいえらい♥♥」　"
QINFO  : TestRpgAnalyzer::testCoverage() [EXTRACTED]  "CommonEvents.json"  |  "13.list[256].parameters[0]"  |  "もっと気持ちいいことをしてあげよう♥♥」　"
QINFO  : TestRpgAnalyzer::testCoverage() [EXTRACTED]  "CommonEvents.json"  |  "13.list[261].parameters[0]"  |  "そ、それって…………っ♥♥♥」　"
QINFO  : TestRpgAnalyzer::testCoverage() [EXTRACTED]  "CommonEvents.json"  |  "13.list[266].parameters[0]"  |  "きっと、あれのことだけど…………♥♥♥）　"
QINFO  : TestRpgAnalyzer::testCoverage() [EXTRACTED]  "CommonEvents.json"  |  "13.list[271].parameters[0]"  |  "おかしくなっちゃう…………♥♥♥）　"
QINFO  : TestRpgAnalyzer::testCoverage() [EXTRACTED]  "CommonEvents.json"  |  "13.list[276].parameters[0]"  |  "おかしくなっちゃう…………♥♥♥）　"
QINFO  : TestRpgAnalyzer::testCoverage() [EXTRACTED]  "CommonEvents.json"  |  "13.list[281].parameters[0]"  |  "気持ちよく、なりたくないです…………っ♥♥♥」　"
QINFO  : TestRpgAnalyzer::testCoverage() [EXTRACTED]  "CommonEvents.json"  |  "13.list[286].parameters[0]"  |  "巫女様なのにそんなこと言って♥♥」　"
QINFO  : TestRpgAnalyzer::testCoverage() [EXTRACTED]  "CommonEvents.json"  |  "13.list[299].parameters[0]"  |  "ばちぃんッ♥♥♥　"
QINFO  : TestRpgAnalyzer::testCoverage() [EXTRACTED]  "CommonEvents.json"  |  "13.list[300].parameters[0]"  |  "ばちぃんッ♥♥♥　"
QINFO  : TestRpgAnalyzer::testCoverage() [EXTRACTED]  "CommonEvents.json"  |  "13.list[305].parameters[0]"  |  "や、やめ…………っ♥♥♥　"
QINFO  : TestRpgAnalyzer::testCoverage() [EXTRACTED]  "CommonEvents.json"  |  "13.list[306].parameters[0]"  |  "んぉ゛…………ッ♥♥♥」　"
QINFO  : TestRpgAnalyzer::testCoverage() [EXTRACTED]  "CommonEvents.json"  |  "13.list[310].parameters[0]"  |  "チンポぶちこめるようにしなきゃ♥♥」　"
QINFO  : TestRpgAnalyzer::testCoverage() [EXTRACTED]  "CommonEvents.json"  |  "13.list[316].parameters[0]"  |  "ばちぃんッ♥♥♥　"
QINFO  : TestRpgAnalyzer::testCoverage() [EXTRACTED]  "CommonEvents.json"  |  "13.list[322].parameters[0]"  |  "わ、わかりました…………っ♥♥♥　"
QINFO  : TestRpgAnalyzer::testCoverage() [EXTRACTED]  "CommonEvents.json"  |  "13.list[323].parameters[0]"  |  "わかりました、から…………っ♥♥♥」　"
QINFO  : TestRpgAnalyzer::testCoverage() [EXTRACTED]  "CommonEvents.json"  |  "14.list[6].parameters[0]"  |  "ズッチュズッチュズッチュズッチュズッチュ♥♥♥　"
QINFO  : TestRpgAnalyzer::testCoverage() [EXTRACTED]  "CommonEvents.json"  |  "14.list[7].parameters[0]"  |  "パッチュパッチュパッチュパッチュパッチュ♥♥♥　"
QINFO  : TestRpgAnalyzer::testCoverage() [EXTRACTED]  "CommonEvents.json"  |  "14.list[13].parameters[0]"  |  "ふぅ゛～…………ッ♥♥♥　"
QINFO  : TestRpgAnalyzer::testCoverage() [EXTRACTED]  "CommonEvents.json"  |  "14.list[14].parameters[0]"  |  "ふぅ゛～…………ッ♥♥♥」　"
QINFO  : TestRpgAnalyzer::testCoverage() [EXTRACTED]  "CommonEvents.json"  |  "14.list[18].parameters[0]"  |  "ぱんぱんされちゃってる…………♥♥♥）　"
QINFO  : TestRpgAnalyzer::testCoverage() [EXTRACTED]  "CommonEvents.json"  |  "14.list[23].parameters[0]"  |  "それなのに、ぱんぱんされちゃってる…………♥♥♥）　"
QINFO  : TestRpgAnalyzer::testCoverage() [EXTRACTED]  "CommonEvents.json"  |  "14.list[28].parameters[0]"  |  "おまんこ、気持ちよくなっちゃってる…………♥♥♥）　"
QINFO  : TestRpgAnalyzer::testCoverage() [EXTRACTED]  "CommonEvents.json"  |  "14.list[33].parameters[0]"  |  "ミアちゃんのおまんこ、すっごく気持ちいいよ♥♥」　"
QINFO  : TestRpgAnalyzer::testCoverage() [EXTRACTED]  "CommonEvents.json"  |  "14.list[43].parameters[0]"  |  "ふぅ゛～…………ッ♥♥♥　"
QINFO  : TestRpgAnalyzer::testCoverage() [EXTRACTED]  "CommonEvents.json"  |  "14.list[44].parameters[0]"  |  "き、気持ちいい、です…………っ♥♥♥」　"
QINFO  : TestRpgAnalyzer::testCoverage() [EXTRACTED]  "CommonEvents.json"  |  "14.list[48].parameters[0]"  |  "ミアちゃんが気持ちよくなってくれて……♥♥"
QINFO  : TestRpgAnalyzer::testCoverage() [EXTRACTED]  "CommonEvents.json"  |  "14.list[49].parameters[0]"  |  "おじさんうれしいよ♥♥」　"
QINFO  : TestRpgAnalyzer::testCoverage() [EXTRACTED]  "CommonEvents.json"  |  "14.list[53].parameters[0]"  |  "もっと気持ちいいんじゃないかな？♥♥♥」　"
QINFO  : TestRpgAnalyzer::testCoverage() [EXTRACTED]  "CommonEvents.json"  |  "14.list[61].parameters[0]"  |  "ばちぃぃぃんッ♥♥♥　"
QINFO  : TestRpgAnalyzer::testCoverage() [EXTRACTED]  "CommonEvents.json"  |  "14.list[67].parameters[0]"  |  "んぅう゛…………ッ♥♥♥　"
QINFO  : TestRpgAnalyzer::testCoverage() [EXTRACTED]  "CommonEvents.json"  |  "14.list[68].parameters[0]"  |  "ふぅう゛～…………ッ♥♥♥」　"
QINFO  : TestRpgAnalyzer::testCoverage() [EXTRACTED]  "CommonEvents.json"  |  "14.list[74].parameters[0]"  |  "お尻、叩かれてる………っ♥♥♥）　"
QINFO  : TestRpgAnalyzer::testCoverage() [EXTRACTED]  "CommonEvents.json"  |  "14.list[79].parameters[0]"  |  "後ろから、ぱんぱんされながら…………っ♥♥♥）　"
QINFO  : TestRpgAnalyzer::testCoverage() [EXTRACTED]  "CommonEvents.json"  |  "14.list[84].parameters[0]"  |  "たたかれちゃってる…………っ♥♥♥）　"
QINFO  : TestRpgAnalyzer::testCoverage() [EXTRACTED]  "CommonEvents.json"  |  "14.list[89].parameters[0]"  |  "ふぅ゛～…………ッ♥♥♥　"
QINFO  : TestRpgAnalyzer::testCoverage() [EXTRACTED]  "CommonEvents.json"  |  "14.list[90].parameters[0]"  |  "んく…………っ♥♥♥」　"
QINFO  : TestRpgAnalyzer::testCoverage() [EXTRACTED]  "CommonEvents.json"  |  "14.list[94].parameters[0]"  |  "おまんこぱんぱんされながら、お尻叩かれるのは♥♥」　"
QINFO  : TestRpgAnalyzer::testCoverage() [EXTRACTED]  "CommonEvents.json"  |  "14.list[102].parameters[0]"  |  "パッチュパッチュパッチュ…………ッ♥♥♥　"
QINFO  : TestRpgAnalyzer::testCoverage() [EXTRACTED]  "CommonEvents.json"  |  "14.list[103].parameters[0]"  |  "ばちぃぃぃん…………ッ♥♥♥　"
QINFO  : TestRpgAnalyzer::testCoverage() [EXTRACTED]  "CommonEvents.json"  |  "14.list[110].parameters[0]"  |  "んぅ゛…………ッ♥♥♥　"
QINFO  : TestRpgAnalyzer::testCoverage() [EXTRACTED]  "CommonEvents.json"  |  "14.list[111].parameters[0]"  |  "だ、だめです…………っ♥♥♥」　"
QINFO  : TestRpgAnalyzer::testCoverage() [EXTRACTED]  "CommonEvents.json"  |  "14.list[115].parameters[0]"  |  "だめ、だめです…………っ♥♥♥　"
QINFO  : TestRpgAnalyzer::testCoverage() [EXTRACTED]  "CommonEvents.json"  |  "14.list[116].parameters[0]"  |  "んっく…………ッ♥♥♥」　"
QINFO  : TestRpgAnalyzer::testCoverage() [EXTRACTED]  "CommonEvents.json"  |  "14.list[120].parameters[0]"  |  "お尻、叩かれるたびに…………っ♥♥♥"
QINFO  : TestRpgAnalyzer::testCoverage() [EXTRACTED]  "CommonEvents.json"  |  "14.list[121].parameters[0]"  |  "おまんこきゅんきゅんして…………っ♥♥♥）　"
QINFO  : TestRpgAnalyzer::testCoverage() [EXTRACTED]  "CommonEvents.json"  |  "14.list[125].parameters[0]"  |  "アクメ、きちゃう…………っ♥♥♥）　"
QINFO  : TestRpgAnalyzer::testCoverage() [EXTRACTED]  "CommonEvents.json"  |  "14.list[130].parameters[0]"  |  "ふぅ゛～…………ッ♥♥♥　"
QINFO  : TestRpgAnalyzer::testCoverage() [EXTRACTED]  "CommonEvents.json"  |  "14.list[131].parameters[0]"  |  "はぁ～…………ッ♥♥♥」　"
QINFO  : TestRpgAnalyzer::testCoverage() [EXTRACTED]  "CommonEvents.json"  |  "14.list[135].parameters[0]"  |  "こんなにびくびくしてるよ♥♥　"
QINFO  : TestRpgAnalyzer::testCoverage() [EXTRACTED]  "CommonEvents.json"  |  "14.list[136].parameters[0]"  |  "叩かれるの、気持ちいいんだね？♥♥」　"
QINFO  : TestRpgAnalyzer::testCoverage() [EXTRACTED]  "CommonEvents.json"  |  "14.list[140].parameters[0]"  |  "好きなだけ気持ちよくなってね、ミアちゃん♥♥」　"
QINFO  : TestRpgAnalyzer::testCoverage() [EXTRACTED]  "CommonEvents.json"  |  "14.list[145].parameters[0]"  |  "だ、だめです…………っ♥♥♥　"
QINFO  : TestRpgAnalyzer::testCoverage() [EXTRACTED]  "CommonEvents.json"  |  "14.list[146].parameters[0]"  |  "叩くの、ほんとに…………っ♥♥♥」"
QINFO  : TestRpgAnalyzer::testCoverage() [EXTRACTED]  "CommonEvents.json"  |  "14.list[153].parameters[0]"  |  "ばちぃぃぃん…………ッ♥♥♥　"
QINFO  : TestRpgAnalyzer::testCoverage() [EXTRACTED]  "CommonEvents.json"  |  "14.list[159].parameters[0]"  |  "んぅう゛～…………ッ♥♥♥　"
QINFO  : TestRpgAnalyzer::testCoverage() [EXTRACTED]  "CommonEvents.json"  |  "14.list[160].parameters[0]"  |  "ふぅう゛～…………ッ♥♥♥」　"
QINFO  : TestRpgAnalyzer::testCoverage() [EXTRACTED]  "CommonEvents.json"  |  "14.list[166].parameters[0]"  |  "プシッ♥♥♥　プシッ♥♥♥　"
QINFO  : TestRpgAnalyzer::testCoverage() [EXTRACTED]  "CommonEvents.json"  |  "14.list[167].parameters[0]"  |  "プシャ…………ッ♥♥♥　"
QINFO  : TestRpgAnalyzer::testCoverage() [EXTRACTED]  "CommonEvents.json"  |  "14.list[174].parameters[0]"  |  "お尻叩かれて気持ちよくなって、イっちゃったんだね♥♥」　"
QINFO  : TestRpgAnalyzer::testCoverage() [EXTRACTED]  "CommonEvents.json"  |  "14.list[179].parameters[0]"  |  "ふぅ゛～…………ッ♥♥♥　"
QINFO  : TestRpgAnalyzer::testCoverage() [EXTRACTED]  "CommonEvents.json"  |  "14.list[180].parameters[0]"  |  "ふぅ゛～…………ッ♥♥♥」　"
QINFO  : TestRpgAnalyzer::testCoverage() [EXTRACTED]  "CommonEvents.json"  |  "14.list[184].parameters[0]"  |  "気持ちよくなって…………っ♥♥♥）　"
QINFO  : TestRpgAnalyzer::testCoverage() [EXTRACTED]  "CommonEvents.json"  |  "14.list[189].parameters[0]"  |  "そんなの、だめなのに…………っ♥♥♥）　"
QINFO  : TestRpgAnalyzer::testCoverage() [EXTRACTED]  "CommonEvents.json"  |  "14.list[194].parameters[0]"  |  "ぜんぜん、とまってくれない…………っ♥♥♥）　"
QINFO  : TestRpgAnalyzer::testCoverage() [EXTRACTED]  "CommonEvents.json"  |  "14.list[199].parameters[0]"  |  "ミアちゃんがエッチすぎるせいで……♥♥"
QINFO  : TestRpgAnalyzer::testCoverage() [EXTRACTED]  "CommonEvents.json"  |  "14.list[200].parameters[0]"  |  "おじさんももう精液出ちゃいそうだよ♥♥」　"
QINFO  : TestRpgAnalyzer::testCoverage() [EXTRACTED]  "CommonEvents.json"  |  "14.list[204].parameters[0]"  |  "ふたりでいっしょにイこうね♥♥」　"
QINFO  : TestRpgAnalyzer::testCoverage() [EXTRACTED]  "CommonEvents.json"  |  "14.list[209].parameters[0]"  |  "叩いたら、すぐにイ…………っ♥♥♥」　"
QINFO  : TestRpgAnalyzer::testCoverage() [EXTRACTED]  "CommonEvents.json"  |  "14.list[217].parameters[0]"  |  "ばちぃぃぃん…………ッ♥♥♥　"
QINFO  : TestRpgAnalyzer::testCoverage() [EXTRACTED]  "CommonEvents.json"  |  "14.list[223].parameters[0]"  |  "んぉ゛…………ッ♥♥♥　"
QINFO  : TestRpgAnalyzer::testCoverage() [EXTRACTED]  "CommonEvents.json"  |  "14.list[224].parameters[0]"  |  "ふぅう゛～…………ッ♥♥♥」　"
QINFO  : TestRpgAnalyzer::testCoverage() [EXTRACTED]  "CommonEvents.json"  |  "14.list[228].parameters[0]"  |  "プシッ♥♥♥　プシッ♥♥♥　"
